n,a_n
4772,1.431544610620944628664959368570136875896233123080518994008769683703774427513666285766134597849801328269558161750129604351576046288664010634166631221548062494827209043615813526191578650523393051578031200362132870204205853182349858476094532407671546089e+13747
4773,2.958053233883829970047819632260044606438715672766641961996619101182120859422349769836300232782000923839970909922593651196680552800313362521069309949540645689151490448044020316568460568666067336521063055104893383127978702045314433298324069941804914888e+13750
4774,6.113614971271863999212277167151658170020781488392209421227445966583803257090281080897943236241540654046819434953500983476333607458777299665839126044750058264884182269016888393288818206479520714208789841341332347039165137010004661784296968671167522707e+13753
4775,1.263808181762907656666242553444144827134401936489636105735201635353774728396149983296728149835637912902761353249436523974417277400008416370051897188117495891710303960162674432982172270021342857480713817322112527702007792869123932437415927467639642479e+13757
4776,2.613095022005674876390509275894711749013773194556348755986321631202876683695391361806547268516307489552856308893036599555043050256206183560835374196206530802263738893220504768707741302579175466079578995550338756764704368913369331016524780412090048223e+13760
4777,5.404060280402009458712317071489763057819580257108706095750820495986006700704403238966198895965836676214529965209309491489042162644700065548372093258694521809356387907553759134073442363317288015483876069682288466847713836669691125945222588894210990618e+13763
4778,1.117830847331307998792578083434410243754171116560016367178237570133346875923583615645295383038437204739896094391013236640391770844392654852939967537980645727625179557137245097973887422912514232010653334696986336333270635684721052061071405431776507228e+13767
4779,2.312719166306755154718179998854874703952857272338292401928457297090594394096434712615157276281388270269957103799046570456665346606723296100041637579805676177414937892067406611556896902170706150698688244126451155258876441964759557035641424170727775345e+13770
4780,4.785866655783501890080816721138789366456208822100099372707139971920350207216758985209913840238637008295098733484997664322076977532568454236624470064762659670607247664528861258966665716540267831131176669084994567369660616829834315256565546033802959694e+13773
4781,9.905790864389767307528275720784370079332265888169928354788576246540896667692883765357464235011973558628993285218049580141584887780905837405677463172060206812742149278113167715304483434560361547936248641575889353829666664977952101800462192639806775412e+13776
4782,2.050730366801128204967966013445078030233424015464410627486371611572459640593782826669088210671472135008706190920877730830781737397029900253112728254532619460862870379234101946432195752087963987051813245540318171319074419011623596033597482680546063651e+13780
4783,4.24637943748987786861563575542563714023133754674143218720369793078796357065081571731280499246079716841780404826472009832601073892711189870510103403195954587899772941713134565621677233508335529025764422161450160843458844652169938191157651807569642587e+13783
4784,8.794675970619107351942330206453184225444920903296081023753011930076391887876012445837929540007636808232410171690127004586942954208896793275728319417673695495101993066340085216401018194766328660260492045090545065637758945674473475574553115002502354706e+13786
4785,1.821846060988008150538445401000151475143848468059494421905693128626009760153495489961128584867378104257200112187507237246994149199866153845511576092015377366491359547694539017383650018734330969233663259959876764114280398023235794973238939247678052798e+13790
4786,3.774802934829365559711054056209082742783399128443891872666396384567765699093170550242357910013629287816811546322323228106036333549820412337264723108372747062864332396219100385657960397779936391043234840636014174897932057508563347241238468147964527882e+13793
4787,7.822897542066037335324612058766441474256276471090785852249147534251296587544365079361774807039402380620437203031855226990379915623741459881499906092821909804651662619104367429591213262586266309395585941235880667399313215683191901405388902888334131423e+13796
4788,1.621555186586769409243287606516270758970947618670744240689123288843522958065353809497310747548376139856578414560055338912800344790000444548951424436972548618770535158162839379361464948832104214859246931662540162120971851022689807421840249163579598951e+13800
4789,3.361913532477246568232017817279274811896149921112592188878210668175505650916110932571837735124826632700062920959801526063301159200434668360120007551846560500272486472806313950533621331523053510246964255811476543846986263534498468562488663602091819197e+13803
4790,6.971593242230279361551429658777677002002047554442707954110210611195660738975578750839423300986977220555280288593297930713029723148938219831294123611641878408780019357626297323696406560513888724343857003215123749410508073402771500053673124856174644599e+13806
4791,1.445999748967396765619954556498382663606396886731030832970238066118725729186706049103773301077314922822822988550232475180504071704328424783378936406087119975329829870021556352474403472315199779816195873420128300841906043812249233492491639637987684604e+13810
4792,2.999819005572680844858500487825888280197142462599254661367361633463232639209051970117751342142753456807084874174506825407510409298985368020388959162869926876848675728560917259112071555308750987741777616154013424529538099628043150967238675476770909686e+13813
