n,a_n_real
1295,1.3235539676801934403702578446196429568395495557159481236315620753467697396584026108278414715753106492867973036904863695020121780629486427828705015560242770468932928598196588221037154428183271179509789496225257149056633079467138795005080960834098027417865546617330976173857153328542600581883436588025010440997265931828558041919857410735537164657162302e+2884
1296,6.0599289036578169531122152989069472808226331123966895347766002271806769887438093520442338793657508155058176656098448738160181332538136513611634003478727914718863329128536399730661516566036141400400341426362064418043155035371321402809830179693333644029682424910160064136156219843198324833448878327073478488263910198112681391956539724370951298308256744e+2886
1297,2.7766979207640263610598454349331341885059666945930003296828984222881107890136710077580970892520159417956654664722188740070406648145662387131870570647145434870700965544621513101399148575588513850526592856591387739213836083730253513616813196461040131847100782095580536793394394443160476290043671560792236026298178977752144239573745592601029720466104186e+2889
1298,1.2732823353997307448346415105853322532905217083998309162714096873801251650171576580011175825980261520292627056519091709359973288080254114895237272121747709161153938393103875196209507729094907783084254303486182165787377955050467963204144297996985389769460434356151278844093099340012028781530021908327167524310066491777218942014559740518406173498652254e+2892
1299,5.8432639920492336016944461968433018431997007071578745648382218165935117742647979208472963253690640875102331930681353785522543306838280965519543375340259801047143891927877038076564849438698306531819220884037703317133055867839827905983569863122052570761263706548955061088731143238435284397699061280669997661526559644670652730809304525363254911907524804e+2894
1300,2.6836183836181522066751487339686752593148856011655924736463666095229155959870244274264755750118270223219304418918070800703141945839384140282518102736418527248520195723053700519410947927652415297088435296411474737532564072545484062578701240920106387404518942982665666998231961970229926570581479767750024019876047096771563183946531590085275723087668170e+2897
1301,1.2334461916392730542516414813487230277026482366212388215660210094495625990548841682317775183067650567410750037255778071987421862995819045564448059987022783636372682437052860479633393511482494577610674906066286809941551364825124751954185726313117314688926650004818575155875568192339013441880501853524137250843431873498099116835437977039547623500739133e+2900
1302,5.6735332069116609823666763019788159627672844102685669203677695935166602862609603560227951304073379201868385094159401943407360949206476610045173170266146347255904986373247882937250196035021604418224293743774419578702634804236876629530680138870216859084021953928670274255033665717726006691601929075234801240281133087487484788181308063057445638457307635e+2902
1303,2.6116843089912178387452166506971120005053790546611268926876293511428253618190227401469614867238877294926068064239663068869916750290037515751422518968470742778040403286627115988761039088963306767035377945223853216978839758636590545896952218951057899918080573121264073697212245218975142663395131802901705542156858216207350092923406117363592548318905115e+2905
1304,1.2031539143677799417440856314366892575888123017010581993397012066976525158272628798648458580855833353930294810217546249220587697365683424769716159950275579067270721160116246505979182028080413673383633395731750683901129415147895787432062858927719186216310755638811579534701868906054299455965023815499906983838546742830918315031428859399295964722359737e+2908
1305,5.5469579150016567634878743553183470930732972038299578988357585520471901561068508998084765397165743404459232585667469219134617860499969919416112921824764475406854406162070513895847119499398533872706435875096623664167212891189394716097074257213406929163673269532311002894309177733656952084714882834349439869543764719766876992523445866990233682818833338e+2910
1306,2.5593016227137335897675068211897067166898819903225728132502400566467171993608595159135466090066069038977766711021343360429795634340723526815858137912541900210439470282194867714436363938133570068676878849133898460646131875879308307398074935664322942824277754464352594914573955670285084434735144175897804885567172847744462481935020675440065091749091763e+2913
1307,1.1817367370632163848533945847521524008238535854506026847936255778584852413843992112403042167421324112297766597272187655542028915330381262921402654490052597209340766793743617679858926253639894271367885599464482676546349479632769263224999113125370208727824231499245985630710883543022785930013342698223759537278909632703477268192601218135318452096287429e+2916
1308,5.4607514599819561678733808980803389083585258281420432713512474680470340789202668720428954494354043083289913660966531283628465549280760603073070626922847510636046852946167476838726873513045402517683727671740906913178786986184856194559223264857886803775323650333564083030291193368310965036204171626026396990482680234666980756598594803754957221822889971e+2918
